itemNumber	string	score
5960	suprachiasmatic nucleus	6
5961	biopolymeren	6
5962	soorten arbeid(ers)	6
5963	fysiologie (geneeskunde)	6
5964	muziek	6
5965	dranken	6
5966	speeksel	6
5967	noordwest-europa	6
5968	pulsen	6
5969	luminescentie	6
5970	35.53	6
5971	proteomen	6
5972	quarks	6
5973	44.84	6
5974	engelse letterkunde	6
5975	clicks	6
5976	interpersoonlijke relaties	6
5977	logistiek management	6
5978	stralingsbeschadiging	6
5979	gravitational lensing	6
5980	bellettrie	6
5981	onderwijs, beroepsuitoefening en organisaties van de bedrijf	6
5982	klassieke griekse letterkunde	6
5983	urbanisatie	6
5984	doorbloeding	6
5985	lange termijn	6
5986	lineaire modellen	6
5987	ketonen	6
5988	dienstensector	6
5989	levercellen	6
5990	exploratie	6
5991	kno	6
5992	epidermolysis bullosa	6
5993	calibratie	6
5994	klassieke latijnse letterkunde	6
5995	streptococcus thermophilus	6
5996	testistumoren	6
5997	geprogrammeerde toediening	6
5998	remstraling	6
5999	supergeleidend materiaal	6
6000	deficiëntie	6
6001	stressoren (fysiologie)	6
6002	amylose	6
6003	supergeleiding	6
6004	1970-1980	6
6005	sociale perceptie	6
6006	numerieke methoden	6
6007	vernieuwing	6
6008	belangengroepen	6
6009	datamining	6
6010	corticosteron	6
6011	elektronenoverdracht	6
6012	vloeistofchromatografie	6
6013	transplantaten	6
6014	diversificatie	6
6015	energiebeleid	6
6016	veevoeding	6
6017	stikstofoxiden	6
6018	dicotyledoneae	6
6019	intramurale gezondheidszorgvoorzieningen, ziekenhuiswezen	6
6020	kwaliteit van het $bestaan	6
6021	spectrochemische analyse	6
6022	cardiomyopathie	6
6023	doelstellingen	6
6024	ziekten	6
6025	economische toestand, ontwikkeling en structuur: algemeen	6
6026	cyclosporine	6
6027	rupsen	6
6028	gehandicapten	6
6029	factor viii	6
6030	zoutgebruik	6
6031	economische modellen	6
6032	basisonderwijs	6
6033	etnische groepen	6
6034	redoxreacties	6
6035	salland	6
6036	spieren	6
6037	computergraphics	6
6038	gaschromatografie	6
6039	esters	6
6040	duurzame energie	6
6041	x-rays	6
6042	cerebrovasculair accident	6
6043	nikkel	6
6044	druppels	6
6045	textielindustrie	6
6046	membrane fusion	6
6047	nineteenth century	6
6048	borneo	6
6049	chondrosarcoma	6
6050	circumstellar matter	6
6051	salicylic acid	6
6052	descriptive grammar	6
6053	jamming	6
6054	cannabis sativa	6
6055	southeast asia	6
6056	slavery	6
6057	crp	6
6058	echr	6
6059	patronage	6
6060	functional analysis	6
6061	x-ray crystallography	6
6062	linkage analysis	6
6063	microparticles	6
6064	17th century	6
6065	nmr spectroscopy	6
6066	remodeling	6
6067	sexual selection	6
6068	lake victoria	6
6069	citizenship	6
6070	acpa	6
6071	undifferentiated arthritis	6
6072	rural settlement	6
6073	territory	6
6074	t cell receptor	6
6075	image reconstruction	6
6076	stratum corneum	6
6077	gastrulation	6
6078	discipline	6
6079	fibroblasts	6
6080	diffraction	6
6081	homogeneous catalysis	6
6082	child maltreatment	6
6083	community health	6
6084	phase transition	6
6085	immunomodulatory properties	6
6086	drug discovery	6
6087	dynamic modeling	6
6088	ottoman empire	6
6089	neurobiology	6
6090	plant defense	6
6091	art	6
6092	differential susceptibility	6
6093	preservation	6
6094	artistic research	6
6095	numerical methods	6
6096	theatricality	6
6097	dutch republic	6
6098	political history	6
6099	genetic polymorphism	6
6100	comparative genomics	6
6101	gardens	6
6102	omega-3 fatty acids	6
6103	curriculum	6
6104	image-guided surgery	6
6105	x-ray diffraction	6
6106	platelet	6
6107	real-time systems	6
6108	parus major	6
6109	invasion	6
6110	sex ratio	6
6111	supergravity	6
6112	sirna	6
6113	variability	6
6114	bifurcation	6
6115	mrs	6
6116	phosphate	6
6117	navigation	6
6118	phenomenology	6
6119	artificial selection	6
6120	forensic science	6
6121	hydrogenation	6
6122	rural history	6
6123	dams	6
6124	gibberellins	6
6125	ros	6
6126	spondyloarthritis	6
6127	helminths	6
6128	clothing	6
6129	seasonal variation	6
6130	vibration	6
6131	dna replication	6
6132	tunisia	6
6133	childhood obesity	6
6134	intersectoral	6
6135	mixed-methods	6
6136	daphnia magna	6
6137	albedo	6
6138	brand	6
6139	imagery	6
6140	endoplasmic reticulum	6
6141	quercus robur	6
6142	exposure assessment	6
6143	encapsulation	6
6144	deformation	6
6145	lymph	6
6146	geschiedenis en kunstgeschiedenis (geku)	6
6147	mass transfer	6
6148	renewable energy	6
6149	quantitative methods	6
6150	yeasts	6
6151	land van maas en waal	6
6152	potamogeton pectinatus	6
6153	meat quality	6
6154	egg production	6
6155	calves	6
6156	losses	6
6157	convection	6
6158	sand	6
6159	soil texture	6
6160	materials	6
6161	pretreatment	6
6162	watermicrobiologie	6
6163	regional plans	6
6164	regionale plannen	6
6165	technische vooruitgang	6
6166	chicks	6
6167	computeranalyse	6
6168	hulpbronnen	6
6169	partial resistance	6
6170	partiële resistentie	6
6171	planteninteractie	6
6172	markov-processen	6
6173	apium graveolens	6
6174	petunia hybrida	6
6175	stofverplaatsing	6
6176	ecological balance	6
6177	ecologisch evenwicht	6
6178	honey bees	6
6179	refuse	6
6180	viability	6
6181	levensvatbaarheid	6
6182	haploidy	6
6183	probability theory, sampling theory	6
6184	waarschijnlijkheids- en bemonsteringstheorie	6
6185	nuttig gebruik	6
6186	gezinsleven	6
6187	bosgronden	6
6188	helicoverpa armigera	6
6189	solubility	6
6190	emulgering	6
6191	tabaksmozaïekvirus	6
6192	wilde planten	6
6193	ventilatie	6
6194	boekhouding van landbouwbedrijf	6
6195	consumer affairs	6
6196	consumentenaangelegenheden	6
6197	logging	6
6198	human activity	6
6199	houtkap	6
6200	menselijke activiteit	6
6201	food marketing	6
6202	marketing van voedingsmiddelen	6
6203	spijsverteringsstelsel	6
6204	lyases	6
6205	zogende vrouwen	6
6206	zoögeografie	6
6207	genetische bronnen van diersoorten	6
6208	farmers' associations	6
6209	persistente organische verontreinigende stoffen	6
6210	root hairs	6
6211	wortelharen	6
6212	mental ability	6
6213	mentale vaardigheid	6
6214	phytoseiidae	6
6215	predators	6
6216	predatoren	6
6217	leisure and recreation	6
6218	vrije tijd en recreatie	6
6219	kwantitatieve genetica	6
6220	meloidogyne incognita	6
6221	application methods	6
6222	off-farm employment	6
6223	green belts	6
6224	polystyrenes	6
6225	polystyrenen	6
6226	wildbeheer	6
6227	bremia lactucae	6
6228	supplementary feeding	6
6229	maize silage	6
6230	bijvoeding	6
6231	beweiding	6
6232	bedrijfssystemenonderzoek	6
6233	experimental infection	6
6234	monoclonale antilichamen	6
6235	experimentele infectie	6
6236	celcyclus	6
6237	endosperm	6
6238	plantenembryo's	6
6239	rural urban relations	6
6240	leaf area index	6
6241	bladoppervlakte-index	6
6242	cellulase	6
6243	fish oils	6
6244	unsaturated fatty acids	6
6245	fish and fish products	6
6246	vis en visproducten	6
6247	irrigation scheduling	6
6248	irrigatiewater-toedieningsschema	6
6249	petunia	6
6250	afvalverwijdering	6
6251	forage legumes	6
6252	agroforestry systems	6
6253	grondwaterspiegel	6
6254	alcoholinname	6
6255	vatbaarheid	6
6256	bodemwaterbalans	6
6257	bouwland	6
6258	phosphorus pentoxide	6
6259	fosforpentoxide	6
6260	tensiometers	6
6261	geluidsleer	6
6262	sense organs	6
6263	zintuigorganen	6
6264	hydrocharitales, najadales	6
6265	mutagens	6
6266	mutagenen	6
6267	national wealth	6
6268	nationaal vermogen	6
6269	multiple cropping	6
6270	interplanting	6
6271	meervoudige teelt	6
6272	tussenplanting	6
6273	humidity	6
6274	vochtigheid	6
6275	actieve kool	6
6276	thermal energy	6
6277	petrography and mineralogy	6
6278	thermische energie	6
6279	petrografie, mineralogie	6
6280	nicaragua	6
6281	emancipation of women	6
6282	female equality	6
6283	vrouwenemancipatie	6
6284	gelijke behandeling van de vrouw	6
6285	social geography	6
6286	animal breeding methods and reproduction	6
6287	melkeiwitten	6
6288	fokmethoden en voortplanting	6
6289	begoniaceae	6
6290	deeltjesgrootteverdeling	6
6291	groeistadia	6
6292	immunological techniques	6
6293	immunologische technieken	6
6294	dishes	6
6295	borden	6
6296	pepsin	6
6297	papain	6
6298	trypsin	6
6299	pepsine	6
6300	papaïne	6
6301	halogenated hydrocarbons	6
6302	benzeen	6
6303	leisure activities	6
6304	filters	6
6305	vasten	6
6306	adsorbents	6
6307	adsorberende middelen	6
6308	disinfestation	6
6309	desinfecteren	6
6310	soil toxicity	6
6311	indicator plants	6
6312	bodemgiftigheid	6
6313	indicatorplanten	6
6314	green revolution	6
6315	groene revolutie	6
6316	toekomst	6
6317	forest products	6
6318	caryophyllales	6
6319	immunocytochemie	6
6320	lignin	6
6321	translatie	6
6322	bradyrhizobiaceae	6
6323	alcohols	6
6324	triacylglycerols	6
6325	triacylglycerolen	6
6326	farmer field schools	6
6327	raphanus sativus	6
6328	oxygenasen	6
6329	thiobacillus	6
6330	woman and society	6
6331	vrouw en samenleving	6
6332	magnaporthe grisea	6
6333	peroxidases	6
6334	basidiomycotina	6
6335	nematocera	6
6336	ichneumonidae	6
6337	farm enterprises	6
6338	grenzen	6
6339	grondwaterstroming	6
6340	finishing	6
6341	brandhout	6
6342	plant vegetative organs	6
6343	vegetatieve organen van de plant	6
6344	silurus	6
6345	clarias	6
6346	ictalurus	6
6347	paprika	6
6348	permafrost	6
6349	ovipositie	6
6350	systems and control theory	6
6351	theorie van meet- regel- en systeemtechniek	6
6352	flowering plants	6
6353	government organizations	6
6354	regionaal beleid	6
6355	mulchen	6
6356	sterilization	6
6357	sterile insect release	6
6358	organic halogen compounds	6
6359	organische halogeenverbindingen	6
6360	population biology	6
6361	populatiebiologie	6
6362	european union countries	6
6363	landen van de europese unie	6
6364	nutrition information	6
6365	voedingsinformatie	6
6366	slopes	6
6367	sarawak	6
6368	glands (animal)	6
6369	klieren (dier)	6
6370	bread	6
6371	streptococcus suis	6
6372	natural toxins	6
6373	natuurlijke toxinen	6
6374	integrated systems	6
6375	geïntegreerde systemen	6
6376	groundwater extraction	6
6377	grondwaterwinning	6
6378	fluorescence emission spectroscopy	6
6379	antioxidanten	6
6380	gelatine	6
6381	eucalyptus	6
6382	voedselverpakking	6
6383	darmslijmvlies	6
6384	fattening performance	6
6385	mestresultaten	6
6386	interdisciplinair onderzoek	6
6387	silage making	6
6388	contracten	6
6389	gezondheidseducatie	6
6390	testing	6
6391	coastal water	6
6392	integrated water management	6
6393	kustwateren	6
6394	forest fires	6
6395	bosbranden	6
6396	ectomycorrhizas	6
6397	yield forecasting	6
6398	oogstvoorspelling	6
6399	substrates	6
6400	butanol	6
6401	substraten	6
6402	emulsifying	6
6403	emulgeren	6
6404	chemical operations	6
6405	chemische bewerking	6
6406	agricultural situation	6
6407	fishery resources	6
6408	visbestand	6
6409	information and communication technology (general)	6
6410	informatie- en communicatietechnologie (algemeen)	6
6411	cosmopolites sordidus	6
6412	ornamental woody plants	6
6413	riboflavin	6
6414	reactiemechanisme	6
6415	sweet potatoes	6
6416	bogs	6
6417	feather pecking	6
6418	metabolic studies	6
6419	scintillometry	6
6420	eiwittransport	6
6421	feed processing and technology	6
6422	voederbewerking en -technologie	6
6423	mycorrhizal fungi	6
6424	mycorrhizaschimmels	6
6425	burundi	6
6426	mussels	6
6427	varkensstallen	6
6428	voedingsrantsoenen	6
6429	prokaryotes	6
6430	tropical crop husbandry	6
6431	tropische plantenteelt	6
6432	economic sociology	6
6433	economische sociologie	6
6434	landhervorming	6
6435	amazonas	6
6436	microbial flora	6
6437	microbiële flora	6
6438	computerondersteund onderwijs	6
6439	smaakgevoeligheid	6
6440	thelytoky	6
6441	zuidhollandse eilanden	6
6442	gentianales	6
6443	poultry housing	6
6444	economic, social, and cultural history of the netherlands	6
6445	economische, sociale en cultuurgeschiedenis van nederland	6
6446	wind erosion	6
6447	woodlands	6
6448	detoxification	6
6449	ontgifting	6
6450	mycosphaerellaceae	6
6451	dothideales	6
6452	plant breeding methods	6
6453	cell structure	6
6454	celstructuur	6
6455	arabinose	6
6456	animal disease prevention	6
6457	dierziektepreventie	6
6458	chemical composition, nutritive value	6
6459	chemische samenstelling, voedingswaarde	6
6460	health foods	6
6461	gezondheidsvoedsel	6
6462	politieke economie	6
6463	oppervlakte-interacties	6
6464	tarwegluten	6
6465	cotesia rubecula	6
6466	vespidae	6
6467	hydrologie van stroomgebieden	6
6468	avena sativa	6
6469	lactic acid	6
6470	electrodes	6
6471	pleuronectiformes	6
6472	heat exchange	6
6473	warmteuitwisseling	6
6474	actieonderzoek	6
6475	indoor climate	6
6476	binnenklimaat	6
6477	overgevoeligheid	6
6478	palm oils	6
6479	environmental sciences (general)	6
6480	milieuwetenschappen (algemeen)	6
6481	conservation tillage	6
6482	molecular taxonomy	6
6483	moleculaire taxonomie	6
6484	bacterial spores	6
6485	ontwikkelingsplanning	6
6486	vervangbare hulpbronnen	6
6487	tospovirus	6
6488	dna binding proteins	6
6489	protein extraction	6
6490	septoria	6
6491	gastheerspecificiteit	6
6492	veal calves	6
6493	protozoa	6
6494	tannins	6
6495	tanninen	6
6496	recombinant proteins	6
6497	recombinant eiwitten	6
6498	surface proteins	6
6499	producten	6
6500	brassica campestris	6
6501	middelentoewijzing	6
6502	financial management	6
6503	financieel beheer	6
6504	competency based education	6
6505	porifera	6
6506	capsicum	6
6507	humaan immunodeficiëntievirussen	6
6508	nitrogen losses	6
6509	stikstofverliezen	6
6510	sulfate reduction	6
6511	sulfaatreductie	6
6512	oestrogenic properties	6
6513	koeien	6
6514	measurement techniques	6
6515	medium sized businesses	6
6516	middelgrote bedrijven	6
6517	bewonersparticipatie	6
6518	nature management	6
6519	dorylaimidae	6
6520	selenium	6
6521	antibioticaresistentie	6
6522	moleculaire merkers	6
6523	satellite imagery	6
6524	ecological disturbance	6
6525	ecologische verstoring	6
6526	dietary guidelines	6
6527	dieetrichtlijnen	6
6528	gaeumannomyces graminis	6
6529	screenen	6
6530	historical ecology	6
6531	historische ecologie	6
6532	incubation	6
6533	landbouwcoöperaties	6
6534	milk fat	6
6535	stadsomgeving	6
6536	cognitieve ontwikkeling	6
6537	parasitoid wasps	6
6538	crossing over	6
6539	heterosis	6
6540	verontreinigde sedimenten	6
6541	plant genetics	6
6542	energy recovery	6
6543	energieterugwinning	6
6544	fulgoroidea	6
6545	educational methods	6
6546	water availability	6
6547	forest monitoring	6
6548	plattelandssamenleving	6
6549	aggressive behaviour	6
6550	cladosporium	6
6551	geïntroduceerde soorten	6
6552	fishery policy	6
6553	visserijbeleid	6
6554	ion exchange	6
6555	ionenuitwisseling	6
6556	microbial fuel cells	6
6557	non-governmental organizations	6
6558	pig breeding	6
6559	varkensfokkerij	6
6560	biobased chemicals	6
6561	chemicaliën uit biologische grondstoffen	6
6562	invasive species	6
6563	invasieve soorten	6
6564	oidium neolycopersici	6
6565	morfogenese	6
6566	amaryllidaceae	6
6567	amines	6
6568	koebonenmozaïekvirus	6
6569	leporidae	6
6570	iridaceae	6
6571	zilver	6
6572	geometridae	6
6573	equus	6
6574	fat	6
6575	vet	6
6576	food sovereignty	6
6577	computational science	6
6578	peuters en kleuters	6
6579	bioengineering	6
6580	biological activity	6
6581	biologische activiteit	6
6582	solanum pimpinellifolium	6
6583	rural cooperatives	6
6584	plattelandscoöperaties	6
6585	fodder crops	6
6586	orthoptera	6
6587	serologische overzichten	6
6588	serological surveys	6
6589	mamestra brassicae	6
6590	herbivorie	6
6591	marketing and consumer behaviour	6
6592	sds-page	6
6593	arachnida	6
6594	centre for crop systems analysis	6
6595	dairy breeds	6
6596	melkveerassen	6
6597	primulaceae	6
6598	sub-department of toxicology	6
6599	systems and synthetic biology	6
6600	animal production systems	6
6601	education and competence studies	6
6602	water resources management	6
6603	sociology of development and change	6
6604	quantitative veterinary epidemiology	6
6605	laboratory of virology	6
6606	bodemgeografie en landschap	6
6607	onderzoeksformatie	6
6608	bos- en natuurbeleid	6
6609	public administration and policy	6
6610	farming systems ecology	6
6611	biofilm	5
6612	inspectie	5
6613	public transport	5
6614	clustering	5
6615	gonadal function	5
6616	bone mineral density	5
6617	small for gestational age	5
6618	algorithm	5
6619	personalized medicine	5
6620	spleen	5
6621	medical education	5
6622	eczema	5
6623	information processing	5
6624	signals	5
6625	arthroplasty	5
6626	altruism	5
6627	brca2	5
6628	onrechtmatige daad	5
6629	elderly patients	5
6630	social mobility	5
6631	ischemic heart disease	5
6632	decision support	5
6633	mediation	5
6634	lymph nodes	5
6635	cardiovascular	5
6636	liver metastases	5
6637	autophagy	5
6638	ligands	5
6639	alzheimer’s disease	5
6640	risk stratification	5
6641	multiculturalism	5
6642	lung development	5
6643	value	5
6644	size	5
6645	sedation	5
6646	bayesian statistics	5
6647	embryo	5
6648	tamoxifen	5
6649	happiness	5
6650	life satisfaction	5
6651	acetylation	5
6652	information asymmetry	5
6653	compensation	5
6654	public management	5
6655	reform	5
6656	cerebrospinal fluid	5
6657	brca1	5
6658	inspection	5
6659	manufacturing	5
6660	packaging	5
6661	heritage	5
6662	utopia	5
6663	fibrin	5
6664	psychosocial aspects	5
6665	suppression	5
6666	bipolar disorder	5
6667	bottom-up	5
6668	glucose metabolism	5
6669	insulin sensitivity	5
6670	eye tracking	5
6671	hierarchy	5
6672	esophageal cancer	5
6673	field experiment	5
6674	urinary incontinence	5
6675	osteoblasts	5
6676	framing	5
6677	general practioner	5
6678	modulation	5
6679	accuracy	5
6680	androgen receptor	5
6681	diaphragmatic hernia	5
6682	financial economics	5
6683	purchasing	5
6684	fluoroscopy	5
6685	performance evaluation	5
6686	psychoanalysis	5
6687	disruption management	5
6688	peripheral arterial disease	5
6689	type 1 diabetes	5
6690	orientation	5
6691	death	5
6692	enterobacteriaceae	5
6693	pseudomonas aeruginosa	5
6694	timing	5
6695	sickness absence	5
6696	neurons	5
6697	igg4	5
6698	b-cells	5
6699	tnf	5
6700	arbeidsongeschiktheid	5
6701	early childhood	5
6702	ontology	5
6703	mass screening	5
6704	posture	5
6705	epistemology	5
6706	citizens	5
6707	neuroscience	5
6708	asset pricing	5
6709	exercise training	5
6710	financial markets	5
6711	police	5
6712	benzodiazepine	5
6713	security	5
6714	urban governance	5
6715	foreign direct investment	5
6716	chronic pain	5
6717	pricing	5
6718	drug-eluting stents	5
6719	tissue	5
6720	elderly people	5
6721	corporate finance	5
6722	hypercholesterolemia	5
6723	knowledge sharing	5
6724	smoking cessation	5
6725	dosage	5
6726	vertical integration	5
6727	genetic counseling	5
6728	frontotemporal dementia	5
6729	implantation	5
6730	european integration	5
6731	brains	5
6732	reperfusion	5
6733	chronic hepatitis b	5
6734	saccades	5
6735	heart development	5
6736	esophageal adenocarcinoma	5
6737	polymorphisms	5
6738	congenital heart diseases	5
6739	sexual behaviour	5
6740	side effects	5
6741	pelvic floor	5
6742	tropical diseases	5
6743	gender differences	5
6744	liver disease	5
6745	attention	5
6746	headache	5
6747	ovulation	5
6748	social impact	5
6749	fibre	5
6750	peritoneum	5
6751	brachytherapy	5
6752	mannose-binding lectin	5
6753	tweede wereldoorlog	5
6754	inhaled corticosteroids	5
6755	interleukins	5
6756	market structure	5
6757	defense	5
6758	mmp	5
6759	dna research	5
6760	market	5
6761	general practioners	5
6762	social dilemmas	5
6763	fuzzy logic	5
6764	popular music	5
6765	ulcerative colitis	5
6766	banks	5
6767	sensing	5
6768	swimming	5
6769	coronary arteries	5
6770	inactivation	5
6771	organizational learning	5
6772	ibd	5
6773	inflammatory bowel diseases	5
6774	emission reduction	5
6775	ivf	5
6776	pheochromocytoma	5
6777	intestinal epithelium	5
6778	leukaemia	5
6779	management innovation	5
6780	functional magnetic resonance imaging	5
6781	play	5
6782	hematopoietic stem cells	5
6783	ergonomics	5
6784	scintigraphy	5
6785	dentritic cells	5
6786	parameter estimation	5
6787	physiotherapy	5
6788	renal cancer	5
6789	dysphagia	5
6790	psychotherapie	5
6791	thyroid gland	5
6792	myocardium	5
6793	ghrelin	5
6794	tetralogy of fallot	5
6795	blood circulation	5
6796	law enforcement	5
6797	pregnancy complications	5
6798	fatty liver	5
6799	human papillomavirus	5
6800	medical economics	5
6801	cardiopulmonary bypass	5
6802	stem cell transplantation	5
6803	noradrenaline	5
6804	sympathetic nervous system	5
6805	reproducibility	5
6806	spine	5
6807	gerontologie	5
6808	hexachlorobenzene	5
6809	delirium	5
6810	lopen	5
6811	nursing homes	5
6812	oestrogenen	5
6813	zuren	5
6814	hoofd (mens)	5
6815	reception	5
6816	prostaglandins	5
6817	isoenzymes	5
6818	xeroderma pigmentosum	5
6819	konijn	5
6820	vascular system	5
6821	bestuursrecht	5
6822	cognitive psychology	5
6823	virtual reality	5
6824	cellular immunity	5
6825	dyslipidemia	5
6826	back pain	5
6827	hernia	5
6828	lymphocyte	5
6829	hulpverlening	5
6830	proefschrift-eur	5
6831	organisatieverandering	5
6832	research and development	5
6833	respiratory distress syndrome	5
6834	premature	5
6835	cat	5
6836	semen	5
6837	milieurecht	5
6838	embryologie (geneeskunde)	5
6839	investeringen	5
6840	conflictmanagement	5
6841	districts	5
6842	punishment	5
6843	transnationalism	5
6844	huisarts	5
6845	major histocompatibility complex	5
6846	purines	5
6847	hypoxie	5
6848	investment policy	5
6849	kidney disease	5
6850	bone formation	5
6851	visual system	5
6852	lipoprotein	5
6853	aetiology	5
6854	photography	5
6855	viral replication	5
6856	cocaine	5
6857	yams	5
6858	hemostasis	5
6859	cerebral palsy	5
6860	geriatrics	5
6861	gerontology	5
6862	oxytocin	5
6863	treatment planning	5
6864	lipoprotein metabolism	5
6865	united kingdom	5
6866	phagocytosis	5
6867	intellectual property	5
6868	latency	5
6869	c-reactive protein	5
6870	engagement	5
6871	animal	5
6872	acute myocardial infarction	5
6873	acinetobacter	5
6874	tsh	5
6875	androgens	5
6876	arrhythmia	5
6877	serologie	5
6878	hybridomas	5
6879	aaa	5
6880	action	5
6881	research methodology	5
6882	taxation	5
6883	genanalyse	5
6884	politieke besluitvorming	5
6885	democratie	5
6886	proteinuria	5
6887	decision models	5
6888	depressie	5
6889	beroepen	5
6890	neutrofiele granulocyten	5
6891	tissue engineering	5
6892	osteoporose	5
6893	red blood cells	5
6894	interfaces	5
6895	choline	5
6896	dietary patterns	5
6897	alternative splicing	5
6898	scanning	5
6899	england	5
6900	acromegaly	5
6901	welfare state	5
6902	brain development	5
6903	knowledge exchange	5
6904	professional education	5
6905	inequalities	5
6906	social network analysis	5
6907	environmental law	5
6908	gait	5
6909	cell wall	5
6910	segregation	5
6911	constraints	5
6912	chronic obstructive pulmonary disease	5
6913	dynein	5
6914	primair onderwijs	5
6915	mitochondrial dna	5
6916	care	5
6917	calcineurin	5
6918	single-molecule	5
6919	cell lines	5
6920	nucleonen	5
6921	trillingen	5
6922	adenosinetrifosfatasen	5
6923	foto-elektronspectrometrie	5
6924	edta	5
6925	chelaten	5
6926	ontzwaveling	5
6927	kosmische straling	5
6928	hoge-energiekernfysica	5
6929	functionaalanalyse	5
6930	1700-1750	5
6931	radiotelescopen	5
6932	burnout	5
6933	chromatografie	5
6934	overheidseconomie	5
6935	bipolaire stoornis	5
6936	dood	5
6937	centrale overheidslichamen	5
6938	longitudinaal onderzoek	5
6939	materialen	5
6940	44.42	5
6941	seizoeninvloeden	5
6942	populaties (biologie)	5
6943	welbevinden	5
6944	contemporaine westerse filosofie (20 en 21e eeuw)	5
6945	1550-1600	5
6946	vroege christendom	5
6947	ziekte van ménière	5
6948	lichaamsvet	5
6949	besliskunde	5
6950	lipasen	5
6951	hersenschors	5
6952	leerprocessen	5
6953	44.31	5
6954	liberalisatie	5
6955	graan	5
6956	joden	5
6957	angiotensinen	5
6958	agrobacterium	5
6959	aardgas	5
6960	regeltechniek	5
6961	chemische processen (procestechnologie)	5
6962	bestuursrecht: overige	5
6963	grignardverbindingen	5
6964	proteèinurie	5
6965	bloedvaten	5
6966	historiografie	5
6967	biologisch $transport	5
6968	poriën	5
6969	diëlektrische en optische eigenschappen, spectroscopie	5
6970	coördinatie	5
6971	oceanen	5
6972	sterrenclusters	5
6973	85.08	5
6974	aanpassing	5
6975	kinematica	5
6976	klassieke archeologie	5
6977	meetinstrumenten	5
6978	betrouwbaarheid	5
6979	fonologie	5
6980	ethiek (filosofie)	5
6981	invriezen	5
6982	longziekten	5
6983	expressie	5
6984	biografieën (vorm)	5
6985	trauma's (geneeskunde)	5
6986	vloeistoffen	5
6987	internationaal privaatrecht	5
6988	natuurlijke-taalverwerking	5
6989	donors	5
6990	scheidingstechnieken	5
6991	excitonen	5
6992	31.73	5
6993	proteolyse	5
6994	radioactiviteit	5
6995	35.18	5
6996	hersenbeschadiging	5
6997	pragmatiek	5
6998	bankwezen	5
6999	kernreacties, kernverstrooiing: theorie	5
7000	koolmees	5
7001	correlatieanalyse	5
7002	waterschappen	5
7003	fusie-eiwitten	5
7004	44.80	5
7005	endeldarm	5
7006	stimulatie	5
7007	kwantumchromodynamica	5
7008	85.40	5
7009	hart- en $vaatziekten	5
7010	mathematische fysica	5
7011	technetium	5
7012	polymeertechnologie	5
7013	differentiaalvergelijkingen	5
7014	ralstonia solanacearum	5
7015	plantenziektenkunde	5
7016	85.10	5
7017	1500-2000	5
7018	verknopingen	5
7019	isomeren	5
7020	44.94	5
7021	diffusie (natuurwetenschappen)	5
7022	excitatie	5
7023	toegepaste psychologie	5
7024	bejaardenzorg	5
7025	taalonderwijs	5
7026	leverfunctie	5
7027	1200-1300	5
7028	dialecten	5
7029	reperfusie	5
7030	genetische manipulatie	5
7031	franse letterkunde	5
7032	oudheid	5
7033	landbouw en milieu	5
7034	stabilisatie	5
7035	veroudering (biologie, psychologie)	5
7036	fibroblasten	5
7037	elektronenbanen	5
7038	economische politiek	5
7039	mathematische linguïstiek, computerlinguïstiek	5
7040	clusters (natuurkunde)	5
7041	strafprocesrecht, strafrechtelijke sancties	5
7042	biologisch ritme	5
7043	industrialisatie	5
7044	polyketonen	5
7045	33.74	5
7046	fluor	5
7047	slijmvliezen	5
7048	scoliose	5
7049	51.22	5
7050	keel- neus- en oorheelkunde	5
7051	midden- en kleinbedrijf	5
7052	a	5
7053	hartritmestoornissen	5
7054	gladde spieren	5
7055	haploïdie	5
7056	syrië	5
7057	33.45	5
7058	organisatiekunde	5
7059	macromoleculen	5
7060	vogeltrek	5
7061	complexiteit	5
7062	chemokinen	5
7063	structuuranalyse	5
7064	milieucompartimenten	5
7065	signaalverwerking	5
7066	suriname (land)	5
7067	statistische mechanica	5
7068	erfelijkheid en omgeving	5
7069	vezels (materiaal)	5
7070	dosering	5
7071	elektrodynamica	5
7072	pedagogiek	5
7073	fragmentatie	5
7074	1400-1500	5
7075	afstotingsreacties	5
7076	trypanosomiasis	5
7077	spiegelneuronen	5
7078	elektromyografie	5
7079	monoklonale antistoffen	5
7080	energieverbruik	5
7081	verkeer	5
7082	35.52 organische synthesen	5
7083	productieprocessen	5
7084	laryngectomie	5
7085	onderwijsvernieuwing	5
7086	1960-1970	5
7087	medische wiskunde	5
7088	thermische eigenschappen	5
7089	expertsystemen	5
7090	rampen	5
7091	noord-limburg	5
7092	tuberculose	5
7093	onderwijs, beroepsuitoefening en organisaties van de geneesk	5
7094	semantiek	5
7095	delicten	5
7096	ureum	5
7097	territorium	5
7098	neuropsychologie	5
7099	vermogensrecht	5
7100	kennissystemen	5
7101	zirkonium	5
7102	eerstelijnsgezondheidszorg	5
7103	financieel management, financiering	5
7104	modellen (vorm)	5
7105	thermofiele bacteriën	5
7106	hongarije	5
7107	togo	5
7108	necrose	5
7109	privatisering	5
7110	etiologie (geneeskunde)	5
7111	tryptofaan	5
7112	astronomische instrumenten	5
7113	allergie	5
7114	bestraling	5
7115	geheugen	5
7116	cycloaddities	5
7117	wieren	5
7118	stro	5
7119	cyanobacteriën	5
7120	dichtheid	5
7121	rotatie	5
