Ppn	Brinkey_gold	Identifier	Brinkey_uni
321845935	['geneeskunde ; opleiding']	eur-oai-repub.eur.nl-17103	[]
297538659	['celbiologie']	ul-oai-openaccess.leidenuniv.nl-1887_4962	['biochemie', 'microscopie']
357574303	['havens']	tud-oai-tudelft.nl-uuid-a9f0c128-d4c3-41a2-8790-13aec89dca63	[]
290914590	['stervensbegeleiding ; medische aspecten']	eur-oai-repub.eur.nl-7309	[]
266552382	['katalyse']	rug-oai-pure.rug.nl-publications_d9fb40fc-3abc-46d0-ae69-f6371ac146a6	['katalyse']
217227163	['ondergronds bouwen']	tud-oai-tudelft.nl-uuid-5a066238-b257-415b-b2ee-a2c8c061c805	[]
297758500	['gewrichtsziekten']	eur-oai-repub.eur.nl-8555	[]
338107487	['melkwegstelsels']	rug-oai-pure.rug.nl-publications_048fe175-86fe-431d-ab8e-21bd5e246a32	['interstellaire materie']
353499757	['cardiologie']	ul-oai-openaccess.leidenuniv.nl-1887_20407	[]
22941138X	['emissiehandel']	rug-oai-pure.rug.nl-publications_b223747c-505f-4d68-bd64-01b9c4fe09de	['nederland', 'milieueconomie']
270136029	['systeemontwikkeling (informatica)']	tud-oai-tudelft.nl-uuid-6dbf0e52-bf8a-4911-bf4b-1e7f361e037e	[]
392695596	['hart- en vaatziekten']	rug-oai-pure.rug.nl-publications_0b1e1b46-4730-479f-90f0-2a0ea181f3c8	[]
271362049	['celbiologie']	uu-oai-dspace.library.uu.nl-1874_1151	[]
413733963	['vermogensrecht']	rug-oai-pure.rug.nl-publications_87083a8f-89fe-4510-a872-e0fd17122f44	[]
392676516	['astronomie']	rug-oai-pure.rug.nl-publications_24e22068-b3ba-45d9-b72b-503e951b193f	[]
375813357	['magnetische materialen']	rug-oai-pure.rug.nl-publications_c8a1e346-16f2-4491-9ab7-4a786adf7c79	[]
417806388	['zwangerschap']	rug-oai-pure.rug.nl-publications_610fdbdd-7917-47b1-b7da-6a8e266b0887	[]
291061710	['geografische informatiesystemen']	wur-oai-library.wur.nl-wurpubs_346001	['geografische informatiesystemen']
246120355	['straling']	tud-oai-tudelft.nl-uuid-ac2196d3-d364-4837-94ce-36a511412955	[]
400397749	['hartfalen']	rug-oai-pure.rug.nl-publications_5152c85d-c183-4877-875b-0df9daa563a9	[]
213718227	['chemische technologie']	tud-oai-tudelft.nl-uuid-939c2ace-a5dd-43d9-9a76-6b2ee635221e	[]
364448695	['pedagogiek']	ul-oai-openaccess.leidenuniv.nl-1887_21870	['speciaal onderwijs']
39712175X	['niertransplantatie']	rug-oai-pure.rug.nl-publications_642dd4e4-0dfe-4838-a4c4-4c83a8150a9d	[]
250391015	['zonnecellen']	tud-oai-tudelft.nl-uuid-01f1cb37-1b02-441d-9950-9fde42338fca	[]
398118213	['zwangerschapshypertensie']	rug-oai-pure.rug.nl-publications_ddf9faff-4fa1-4d66-be6a-d7efcb88bd98	[]
297473638	['organisatieontwikkeling']	ul-oai-openaccess.leidenuniv.nl-1887_5426	['organisatieontwikkeling', 'ondernemerschap']
279574371	['mechanische technologie']	tud-oai-tudelft.nl-uuid-3e141764-5f47-419d-91cc-2493556e6ba5	[]
393450600	['borstvoeding']	rug-oai-pure.rug.nl-publications_b0e34b30-5b26-4ff5-8448-a3cfb9320c6a	[]
270042229	['chemotherapie']	uu-oai-dspace.library.uu.nl-1874_1245	[]
401543978	['nier(ziekten)']	rug-oai-pure.rug.nl-publications_ce16ed40-bba7-40bc-8e6a-f3a1ec1bdc7c	[]
330671138	['leukemie']	eur-oai-repub.eur.nl-22989	['leukemie', 'tumoren', 'kanker']
216918359	['copd']	eur-oai-repub.eur.nl-23395	['longziekten', 'copd']
256346232	['ziekte van parkinson']	eur-oai-repub.eur.nl-11217	['ziekte van parkinson']
270265619	['verkeersvraagstuk']	tud-oai-tudelft.nl-uuid-a2aa890f-3fdf-4ce3-926f-e41a6cb4efbf	[]
31898220X	['openbaar vervoer']	tud-oai-tudelft.nl-uuid-c6001e54-06bf-4076-a7a4-8ca2eb765714	[]
392838591	['antibiotica']	rug-oai-pure.rug.nl-publications_2a1ecbb9-ffc1-4435-8077-7718c419bb95	[]
321973208	['echocardiografie']	eur-oai-repub.eur.nl-51666	['cardiologie', 'echocardiografie']
227457447	['posttraumatische dystrofie']	eur-oai-repub.eur.nl-23547	['neurologie']
228077494	['aardappelen']	wur-oai-library.wur.nl-wurpubs_110113	['aardappelen', 'akkerbouw']
413184994	['bestuursrecht']	ul-oai-openaccess.leidenuniv.nl-1887_58473	[]
402389387	['bloedvatenstelsel']	rug-oai-pure.rug.nl-publications_59719252-4771-4d98-a974-180194117c79	[]
288555082	['kunstbeleid']	rug-oai-pure.rug.nl-publications_2aa370fc-55b1-4660-934a-7e48d90415a8	['nederland', 'kunstbeleid']
265008727	['plantengenetica']	rug-oai-pure.rug.nl-publications_f93cb2cd-9ba3-4eb8-9e03-4dc25bdad28e	[]
398217173	['nanotechnologie']	tud-oai-tudelft.nl-uuid-bb03ab85-db04-4e9c-81e0-eb73456ee565	[]
274420465	['nier(ziekten)']	eur-oai-repub.eur.nl-6750	[]
408823135	['orthopedie']	rug-oai-pure.rug.nl-publications_ddf638f5-afdf-4f57-b4ba-cc9d468c081b	[]
298908034	['gezondheidszorg ; nederland']	eur-oai-repub.eur.nl-8822	['nederland', 'gezondheidszorg']
270931007	['hartchirurgie']	rug-oai-pure.rug.nl-publications_6e4ca719-d4a0-446e-8124-2e0580088f11	['hartchirurgie']
410533807	['argumenteren']	rug-oai-pure.rug.nl-publications_87be1075-70c4-407c-903b-917bf8c889b3	[]
403919665	['verkeerskunde']	tud-oai-tudelft.nl-uuid-aef70813-0edd-4ff6-9e7d-4656c1d86646	[]
411984756	['taalwetenschap']	rug-oai-pure.rug.nl-publications_58b394a0-60c6-4129-8178-a55dd634801d	[]
258676019	['coeliakie']	uu-oai-dspace.library.uu.nl-1874_503	['gastro-enterologie', 'coeliakie']
419026975	['supramoleculaire chemie']	rug-oai-pure.rug.nl-publications_6ed8d584-2a0e-407a-b74f-e7ccf83592a5	[]
292796390	['organisatiesociologie']	ul-oai-openaccess.leidenuniv.nl-1887_4354	[]
217535674	['katalyse']	uu-oai-dspace.library.uu.nl-1874_743	['ijzer']
408950137	['voedselallergie']	rug-oai-pure.rug.nl-publications_2d2afcd6-ed8f-4c24-8813-e20558152721	[]
391932667	['baarmoederhalskanker']	rug-oai-pure.rug.nl-publications_ca4af28e-735b-4bc3-af15-4151982b6d9f	[]
255702663	['elektromagnetisme']	tud-oai-tudelft.nl-uuid-129d525c-2dd9-4f14-950e-08807e4c8bc0	['elektromagnetisme']
240752791	['kernreactoren']	tud-oai-tudelft.nl-uuid-08f07c23-403b-46ee-9262-7b91b20ac6ce	[]
263997006	['kleur- en smaakstoffen']	wur-oai-library.wur.nl-wurpubs_337317	['perceptie']
218127820	['enzymen']	rug-oai-pure.rug.nl-publications_5924822f-4054-4459-bf90-8b0093c4b6fb	[]
318893819	['syndroom van prader-willi']	eur-oai-repub.eur.nl-21807	['kinderen', 'endocrinologie']
407636188	['bloedvatenstelsel']	rug-oai-pure.rug.nl-publications_dd16e0f8-6924-46f3-9264-3e3386eed762	[]
244584702	['aluminium']	tud-oai-tudelft.nl-uuid-94664080-253f-40da-9ecd-3a4547d2fde7	[]
277297222	['kennismanagement']	eur-oai-repub.eur.nl-6770	['motivatie']
411103075	['toegepaste wiskunde']	rug-oai-pure.rug.nl-publications_892d6deb-20c8-4c65-ac45-c7d0abc0d734	[]
268464065	['dierengenetica']	wur-oai-library.wur.nl-wurpubs_335737	['varkens']
314298258	['geluidshinder ; verkeer']	tud-oai-tudelft.nl-uuid-9f7d7c19-3ae5-413f-93d9-92ae7325caff	['infrastructuur']
274423944	['perceptie']	eur-oai-repub.eur.nl-76095	[]
296616656	['arbeidsrecht']	eur-oai-repub.eur.nl-7920	['werknemers', 'werkgevers', 'internet', 'arbeidsrecht']
371307163	['psychodiagnostiek']	rug-oai-pure.rug.nl-publications_d6b08ab1-ded0-4b66-a860-c323e8799479	['psychodiagnostiek', 'methodologie']
276813057	['kennismanagement']	tud-oai-tudelft.nl-uuid-2f3f5da0-2857-4ab3-9c2c-fb30014e324b	[]
229353576	['radiotherapie']	rug-oai-pure.rug.nl-publications_92d95c48-d46d-47a9-8c77-76167c86e489	[]
230380638	['management ; gezondheidszorg']	eur-oai-repub.eur.nl-23591	['nederland', 'gezondheidszorg']
357076419	['waterbeheer']	tud-oai-tudelft.nl-uuid-e25c3b8f-29ba-4af6-9ab6-514526410ed9	[]
234751932	['polymerisatie']	tud-oai-tudelft.nl-uuid-f0fa300e-66bb-48c8-b698-3b884f8d8d9e	[]
241822440	['kristalchemie']	tud-oai-tudelft.nl-uuid-ea390f99-250c-4dac-90b5-e8ec18cb862e	[]
340932643	['organisatiesociologie']	rug-oai-pure.rug.nl-publications_d2161ee2-a95e-4c10-b6d4-b7b56c7aa2ba	['nederland', 'organisatiesociologie', 'gezondheidszorg']
413544591	['hart- en vaatziekten']	rug-oai-pure.rug.nl-publications_058158f5-7fca-49b5-99f2-1973052035b2	[]
264402189	['proteïnen']	wur-oai-library.wur.nl-wurpubs_335357	[]
297224565	['glaucoom']	rug-oai-pure.rug.nl-publications_77ae8085-1331-477e-be8d-52932d1fe053	['glaucoom']
305432656	['multiple sclerose']	rug-oai-pure.rug.nl-publications_ab146f65-bae8-4e24-bf73-eab9e54a139b	['neurologie']
395991013	['farmacologie']	rug-oai-pure.rug.nl-publications_ed7ee6b3-d1d1-4285-a545-904e46f86dc0	[]
284195022	['aluminium']	tud-oai-tudelft.nl-uuid-45ccbe61-3c83-420a-aa41-545fd3556476	[]
256347808	['farmacologie']	eur-oai-repub.eur.nl-16169	['farmacologie']
238794245	['speltheorie']	eur-oai-repub.eur.nl-892	[]
266987877	['enzymen']	rug-oai-pure.rug.nl-publications_5201b497-edcc-4398-b235-bd6f2885b751	['aminozuren', 'enzymen']
295843152	['medische statistiek']	eur-oai-repub.eur.nl-7845	[]
238946886	['gesprekstechniek']	rug-oai-pure.rug.nl-publications_ba032479-441e-447d-8b86-3e8e7d843459	[]
310587883	['biodiversiteit']	rug-oai-pure.rug.nl-publications_24e54848-f6a4-479f-81a8-30cb6e4d7973	[]
363906347	['diabetes']	rug-oai-pure.rug.nl-publications_52f2cdda-1c9a-4ba7-a9c0-50804feb1736	['hart- en vaatziekten']
411102958	['lever(ziekten)']	rug-oai-pure.rug.nl-publications_aae0bc36-718c-4d9c-b17e-7fdb0e9a5bc2	[]
21580323X	['xenotransplantatie']	eur-oai-repub.eur.nl-23387	['chirurgie', 'immunologie', 'xenotransplantatie']
31527154X	['urologie']	rug-oai-pure.rug.nl-publications_e342867e-e80a-4f52-b54e-eb575c37823d	['urologie']
291414966	['chinese taal- en letterkunde']	ul-oai-openaccess.leidenuniv.nl-1887_4279	[]
252238680	['celbiologie']	uu-oai-dspace.library.uu.nl-1874_482	[]
279737408	['bedrijfsinnovatie']	tud-oai-tudelft.nl-uuid-81e7fdf5-3d91-408c-9a58-42733f32941f	[]
323244408	['lichttherapie']	eur-oai-repub.eur.nl-17774	[]
278583555	['groepsdynamica']	ul-oai-openaccess.leidenuniv.nl-1887_3739	[]
229825281	['kankeronderzoek']	eur-oai-repub.eur.nl-23585	['leukemie', 'tumoren']
315357657	['urologie']	ul-oai-openaccess.leidenuniv.nl-1887_13341	[]
418986479	['celbiologie']	rug-oai-pure.rug.nl-publications_e56fa37f-fad0-4491-9033-3a435d623390	[]
241582830	['halfgeleiders']	tud-oai-tudelft.nl-uuid-299d45c6-00ac-475b-b8e6-66422d0edd89	[]
241739144	['schizofrenie']	rug-oai-pure.rug.nl-publications_34871bd5-abce-4cb2-ac92-b5e46aa7f1b8	['psychopathologie', 'schizofrenie', 'psychiatrie']
418142343	['stofwisseling']	rug-oai-pure.rug.nl-publications_0717da82-e4ff-44bc-a186-61c381999e94	[]
268210063	['hartritme(stoornissen)']	rug-oai-pure.rug.nl-publications_c7996a61-3511-4fcd-b7f5-5ac961c5c3aa	['cardiologie']
410495964	['ouderen ; gezondheidszorg']	rug-oai-pure.rug.nl-publications_646b11bd-fdb4-44cd-bd4b-f8a0cb9cbcc9	[]
396026699	['kristallografie']	rug-oai-pure.rug.nl-publications_e0a677e6-24af-48f6-bc56-779a55e86f38	[]
216916054	['darmkanker']	rug-oai-pure.rug.nl-publications_7485b24e-1e23-4db9-8edc-76ecda5e2afd	['darmkanker', 'gastro-enterologie']
250195194	["compileerprogramma's"]	tud-oai-tudelft.nl-uuid-6fc556f7-06fd-42fe-8ffb-3ac436b24668	[]
370434234	['cement']	tud-oai-tudelft.nl-uuid-202c854d-2d02-40db-9140-46dee7f91452	[]
23037316X	['plantenecologie']	ul-oai-openaccess.leidenuniv.nl-1887_563	[]
369862724	['weidevogels']	ul-oai-openaccess.leidenuniv.nl-1887_22110	['dna']
401603598	['cardiologie']	rug-oai-pure.rug.nl-publications_93ac0d54-3425-4209-861a-f122f7b8f6a6	[]
384046673	['verkeerskunde']	tud-oai-tudelft.nl-uuid-ab12d7a7-e77b-424d-b478-d58657f94dd1	[]
269485430	['hematologie']	eur-oai-repub.eur.nl-32006	['hematologie']
216219035	['longkanker']	rug-oai-pure.rug.nl-publications_fe6e6a83-e612-4577-9745-4e663fdb77fb	['longkanker']
26244318X	['diabetes']	rug-oai-pure.rug.nl-publications_38564d41-4d38-4410-9f3d-1afdfec96d7f	[]
392483327	['mathematische statistiek']	rug-oai-pure.rug.nl-publications_99a7b2fc-97ef-46ad-bb1e-c46cd01f937a	[]
380133830	['erfrecht']	rug-oai-pure.rug.nl-publications_77a31f06-2be0-4f2d-81ed-fdaa5f1813a0	[]
418142459	['elektronen']	rug-oai-pure.rug.nl-publications_7cce4e30-6816-479a-b09c-27d1319e04bc	[]
292595360	['voedingsmiddelentechnologie']	wur-oai-library.wur.nl-wurpubs_345142	['membranen', 'computersimulatie']
306127032	['europees recht']	ul-oai-openaccess.leidenuniv.nl-1887_12589	[]
242042015	['hart- en vaatziekten']	eur-oai-repub.eur.nl-32065	['cardiologie']
269104038	['sociale geneeskunde']	eur-oai-repub.eur.nl-51705	['nederland', 'eindhoven']
255645465	['colloïdchemie']	wur-oai-library.wur.nl-wurpubs_340961	[]
370920368	['cardiologie']	rug-oai-pure.rug.nl-publications_8c78a7cc-e6ed-432a-a64a-1b9fd526b121	['cardiologie']
213721147	['plastics']	tud-oai-tudelft.nl-uuid-e0c5e170-fd84-46a8-a401-92eedcb32c39	[]
393634728	['netwerkplanning']	rug-oai-pure.rug.nl-publications_0d9e8f9b-3205-4075-bfaf-1435686a0359	[]
374637474	['levensbeschrijvingen']	rug-oai-pure.rug.nl-publications_4641dbb6-3655-4b8c-8d1f-4e0ce67bb229	[]
292878672	['aderverkalking']	ul-oai-openaccess.leidenuniv.nl-1887_4325	['vaccinatie']
399282777	['longkanker']	rug-oai-pure.rug.nl-publications_a72a9e2b-6cfe-4b9d-8137-7173a8f70715	[]
370365887	['fotosynthese']	ul-oai-openaccess.leidenuniv.nl-1887_22697	[]
267180039	['katalyse']	rug-oai-pure.rug.nl-publications_50b64626-fca2-451b-924d-ebc84c1d3b89	['katalyse', 'symmetrie']
228110653	['kanker']	rug-oai-pure.rug.nl-publications_d386f940-d804-4bac-9a36-a67eb56009b8	['hematologie']
418141436	['hart- en vaatziekten']	rug-oai-pure.rug.nl-publications_2929303d-f78e-4282-b1d0-8a98c1d01c00	[]
408202769	['melkwegstelsels']	rug-oai-pure.rug.nl-publications_c7865748-9353-4296-873f-68ac08e13774	[]
395401410	['endocrinologie']	rug-oai-pure.rug.nl-publications_c5578a14-a23b-4b0d-a5ed-10c71b315313	[]
217185142	['microbiologie']	rug-oai-pure.rug.nl-publications_dd38567e-3f73-4dd8-aaed-07bf7b36c640	[]
413316106	['lever(ziekten)']	rug-oai-pure.rug.nl-publications_47abb3b9-fd76-4add-911c-c708c502da14	[]
328885835	['overgewicht']	rug-oai-pure.rug.nl-publications_ca284e42-68a7-4c94-8207-dc67f9e4b077	[]
408196440	['radiotherapie']	rug-oai-pure.rug.nl-publications_67e2c651-c6cc-46eb-aa16-b17b3d35a63f	[]
240710320	['medische psychologie']	eur-oai-repub.eur.nl-31993	[]
380625881	['algoritmen']	tud-oai-tudelft.nl-uuid-0ca1da56-2fd8-460f-a880-b5029fe4477f	[]
381325385	['genomica']	rug-oai-pure.rug.nl-publications_29cf3cc5-6596-4d5a-a87c-490b31676a96	[]
294267255	['onkruidbestrijding']	wur-oai-library.wur.nl-wurpubs_345752	['fotosynthese', 'onkruidbestrijding']
411225782	['immuuntherapie']	rug-oai-pure.rug.nl-publications_ade99762-f69a-42b1-be8d-9f7547f90759	[]
393453286	['nier(ziekten)']	rug-oai-pure.rug.nl-publications_cf6ec7bb-0982-4c59-aa84-2affe6fa968a	[]
285633368	['cardiologie']	eur-oai-repub.eur.nl-76097	['verdovende middelen', 'cardiologie']
392190311	['landbouwproducten']	rug-oai-pure.rug.nl-publications_31bb5a69-b6e7-48f5-9f94-d2c8469954ff	[]
252384954	['zwaartekracht']	rug-oai-pure.rug.nl-publications_6cb25c19-48a8-4bb5-a8fd-24080629adbb	[]
413533204	['proteïnen']	rug-oai-pure.rug.nl-publications_59150359-935f-4049-a267-46e6b1788993	[]
302254900	['trombose']	ul-oai-openaccess.leidenuniv.nl-1887_11970	[]
304915017	['beleggen']	rug-oai-pure.rug.nl-publications_7340bdab-95fc-4eb6-aa73-2ad4a8820f8b	[]
403873452	['hart- en vaatziekten']	rug-oai-pure.rug.nl-publications_99830ccf-1a78-422c-b14a-a6ed336f03c0	[]
240408853	['landbouwkundig onderzoek']	wur-oai-library.wur.nl-wurpubs_319564	['technologie', 'landbouwbeleid', 'landbouwkundig onderzoek']
238010295	['geneesmiddelengebruik']	eur-oai-repub.eur.nl-31906	['kinderen', 'farmacotherapie', 'farmacologie', 'verdovende middelen']
327198966	['immuuntherapie']	eur-oai-repub.eur.nl-19612	['zwangerschap']
216884055	['tumoren']	rug-oai-pure.rug.nl-publications_30304d60-8045-4b8f-8a27-24c3d1aa9699	[]
416447767	['nier(ziekten)']	rug-oai-pure.rug.nl-publications_1cee9bec-4892-4d09-a2b0-37d19bde93d5	[]
315931485	['veteranenziekte']	rug-oai-pure.rug.nl-publications_ab8f0753-5c00-484a-b690-d6a33996ea58	[]
328604887	['autisme']	ul-oai-openaccess.leidenuniv.nl-1887_15919	['autisme']
357076915	['hydraulische techniek']	tud-oai-tudelft.nl-uuid-a23364b6-de5f-481a-8a33-25a9aede01c5	[]
295859938	['borstkanker']	ul-oai-openaccess.leidenuniv.nl-1887_4399	['chemotherapie', 'borstkanker']
374637989	['microbiologie']	rug-oai-pure.rug.nl-publications_d38f2809-cabf-4d4c-b344-b31dda642244	[]
401148971	['geneesmiddelen']	rug-oai-pure.rug.nl-publications_501710e8-75e7-4983-bfa9-c3c2cab961e3	[]
27684307X	['cardiologie']	eur-oai-repub.eur.nl-6766	[]
410408182	['vennootschappen']	eur-oai-repub.eur.nl-99452	['juridische splitsing']
31631532X	['algebra']	tud-oai-tudelft.nl-uuid-53070cda-35e7-44cd-bb7a-b5d839144e8e	[]
266280862	['motoriek']	rug-oai-pure.rug.nl-publications_8d2ed14c-a155-4a0c-ac18-4ebde14cf4f0	[]
269120319	['seismologie']	tud-oai-tudelft.nl-uuid-d467c131-3e61-47b1-809a-3b15f69b7765	[]
230173195	['magnetisme']	tud-oai-tudelft.nl-uuid-e11f8eac-c729-48e3-b164-723b4fbb524d	[]
292200250	['bomen']	wur-oai-library.wur.nl-wurpubs_346297	['voortplanting', 'burkina faso', 'west-afrika']
411103385	['ontwikkelingspsychologie']	rug-oai-pure.rug.nl-publications_f3be837f-a927-45aa-9d79-257d51374967	[]
371256542	['traumatologie']	rug-oai-pure.rug.nl-publications_ee6c662c-b1ec-41a9-9279-40f739094e9e	['septikemie', 'traumatologie']
29288592X	['overgewicht']	ul-oai-openaccess.leidenuniv.nl-1887_4353	[]
245893989	['moleculen']	wur-oai-library.wur.nl-wurpubs_340960	['elektrochemie']
41052705X	['transistoren']	rug-oai-pure.rug.nl-publications_82f1e071-4959-41f1-ac78-a668364eedca	[]
339417137	['geneesmiddelengebruik']	uu-oai-dspace.library.uu.nl-1874_221955	[]
413647862	['diabetes']	rug-oai-pure.rug.nl-publications_7939314f-9fcb-4c68-ba21-5159a148b184	[]
315301112	['zetmeel']	wur-oai-library.wur.nl-wurpubs_370836	['organische chemie', 'zetmeel']
392143046	['copd']	rug-oai-pure.rug.nl-publications_c8ff4be1-3964-4b63-8181-0c90617aa5ce	[]
241473543	['hartchirurgie']	uu-oai-dspace.library.uu.nl-1874_442	[]
395482895	['astronomie']	rug-oai-pure.rug.nl-publications_a210abcb-c4eb-4fec-8659-3b238482f8f1	[]
230226132	['chromatografie']	tud-oai-tudelft.nl-uuid-00d44596-0723-4e8c-9132-3cdc1f332f86	[]
255967187	['elementaire-deeltjesfysica']	uu-oai-dspace.library.uu.nl-1874_709	[]
291042759	['materialenkennis']	tud-oai-tudelft.nl-uuid-82613d90-b080-4e47-bedf-79ea5f1f0edb	[]
271546387	['algebra']	ul-oai-openaccess.leidenuniv.nl-1887_607	[]
26367455X	['afasie']	eur-oai-repub.eur.nl-7269	['afasie', 'diagnostiek']
241337291	['spectroscopie']	tud-oai-tudelft.nl-uuid-0ce62e52-613a-470a-a370-ae97d20162e5	[]
416582494	['darmziekten']	rug-oai-pure.rug.nl-publications_e6519060-9ec9-493a-b411-576ddd309d0e	[]
217557309	['organische chemie']	rug-oai-pure.rug.nl-publications_d6b996a5-41c9-4f35-a111-d9c40fde121a	[]
297026003	['microbiologie']	rug-oai-pure.rug.nl-publications_814237bf-2757-42bf-81b5-c6e2aeef9e64	[]
375500340	['verloskunde']	ul-oai-openaccess.leidenuniv.nl-1887_26978	['nederland', 'verloskunde']
323448631	['moleculaire biologie']	ul-oai-openaccess.leidenuniv.nl-1887_14549	[]
264430239	['hart- en vaatziekten']	rug-oai-pure.rug.nl-publications_9fd23f66-5944-429b-8c2e-f2fa7d670ac0	[]
41814124X	['chemie']	rug-oai-pure.rug.nl-publications_7671762f-9fb9-4232-8d52-6e9fcaa796a2	[]
291155251	['tumoren']	eur-oai-repub.eur.nl-7401	[]
418765243	['vaste stoffen ; mechanica']	rug-oai-pure.rug.nl-publications_d91b5b18-929c-4b88-b93c-7da2348557ee	[]
413547442	['sterrenkijkers']	rug-oai-pure.rug.nl-publications_d3ef6b50-c0c0-4bed-b818-a09600a6eb01	[]
268245223	['computernetwerken']	tud-oai-tudelft.nl-uuid-98015359-f99c-42a0-bb63-4e99c975decc	[]
229825575	['ademhalingsorganen']	eur-oai-repub.eur.nl-16165	['farmacologie', 'astma']
245931546	['stadsgeografie']	uu-oai-dspace.library.uu.nl-1874_568	[]
274082144	['lever(ziekten)']	eur-oai-repub.eur.nl-6745	[]
401608603	['sportgeneeskunde']	rug-oai-pure.rug.nl-publications_485ae435-aacb-47b7-afc1-61c2a3324f0a	[]
382034678	['moleculaire natuurkunde']	rug-oai-pure.rug.nl-publications_8e251877-b97d-4a30-aaff-2cecfe24905d	[]
285492616	['perceptie']	uu-oai-dspace.library.uu.nl-1874_7307	[]
267540744	['allergie']	eur-oai-repub.eur.nl-7274	[]
391875752	['kankerbehandeling']	rug-oai-pure.rug.nl-publications_3b3d9fdf-76bf-44af-99f4-c4128c49b3c0	[]
29488243X	['copd']	eur-oai-repub.eur.nl-7766	['astma']
213260417	['landbouwkundig onderzoek']	wur-oai-library.wur.nl-wurpubs_109818	['landbouwkundig onderzoek', 'geschiedenis', 'tarwe', 'nederland', 'plantenveredeling']
236314599	['melkwegstelsels']	rug-oai-pure.rug.nl-publications_ec17feec-3431-47d7-9c92-524a096faa00	[]
295860154	['aderverkalking']	eur-oai-repub.eur.nl-7922	[]
244012628	['kaakchirurgie']	rug-oai-pure.rug.nl-publications_92cf9c9e-60cc-4572-9d45-1a2a5a1ba511	[]
383664004	['moleculaire natuurkunde']	rug-oai-pure.rug.nl-publications_ccd90132-a02a-4b8b-ad58-02aae8f9f3fb	[]
245928790	['darmziekten']	uu-oai-dspace.library.uu.nl-1874_464	[]
413534766	['bloedvatenstelsel']	rug-oai-pure.rug.nl-publications_abf0bf54-3650-4e2d-91e3-82cd57a30986	[]
304757624	['tumoren']	eur-oai-repub.eur.nl-10637	[]
234749121	['optica']	tud-oai-tudelft.nl-uuid-3046678d-2cde-402a-b0ef-00c7b4a8319f	[]
356291049	['numismatiek']	ul-oai-openaccess.leidenuniv.nl-1887_20829	['economische geschiedenis', 'geschiedenis']
331761882	['dierenrecht']	uu-oai-dspace.library.uu.nl-1874_188407	[]
410496499	['marktonderzoek']	rug-oai-pure.rug.nl-publications_b00149f3-d9c5-4dbf-8a70-5fea1fc5d7e4	[]
214101312	['wiskundige logica']	uu-oai-dspace.library.uu.nl-1874_856	[]
319001148	['sociale relaties']	uu-oai-dspace.library.uu.nl-1874_34075	[]
268244057	['nederlandse taalkunde']	rug-oai-pure.rug.nl-publications_0e026126-cb06-45d2-ba94-e297a14118d1	[]
382848721	['moleculaire biologie']	rug-oai-pure.rug.nl-publications_feb9ccd8-e56d-4d94-a267-99f23d70d8e0	[]
286846373	['pathologische anatomie']	rug-oai-pure.rug.nl-publications_903958f8-e42d-449e-ba96-3847b0c07e47	['chromosomen']
238509710	['huisartsgeneeskunde']	rug-oai-pure.rug.nl-publications_7f19bab7-a5d7-442e-bd01-ff89021f191d	['huisartsgeneeskunde', 'urk']
413755592	['jeugdstrafrecht']	ul-oai-openaccess.leidenuniv.nl-1887_58743	[]
401676137	['hart- en vaatziekten']	rug-oai-pure.rug.nl-publications_7eeaada9-a595-4a16-9135-18739d873b2c	[]
269056548	['teamwerk']	rug-oai-pure.rug.nl-publications_750e5f5a-34e8-4c90-a3ae-8acb1b28f807	[]
290795710	['aardappelen ; ziekten']	wur-oai-library.wur.nl-wurpubs_341521	['nederland']
406746834	['hartfalen']	rug-oai-pure.rug.nl-publications_8f911e41-7bc8-4e0b-8257-c55678b0c853	[]
228181674	['pijn(bestrijding)']	eur-oai-repub.eur.nl-23546	['kinderen']
303910003	['beslag- en executierecht']	eur-oai-repub.eur.nl-10488	['burgerlijk recht']
270777016	['echografie']	eur-oai-repub.eur.nl-76066	[]
393193918	['ziektekosten']	rug-oai-pure.rug.nl-publications_9b59b973-7d07-4c63-aa95-14d6b11aab4b	[]
32921375X	['hart- en vaatziekten']	rug-oai-pure.rug.nl-publications_5e229c4e-0a00-4948-b741-c90b026daeac	['cardiologie', 'medische psychologie']
242629245	['algoritmen']	tud-oai-tudelft.nl-uuid-502be2b8-6b44-4657-880c-9a0c163ed554	[]
240222954	['seismologie']	tud-oai-tudelft.nl-uuid-a5b49916-c040-4334-b0b4-5607db7fba02	[]
376757175	['paleo-ecologie']	uu-oai-dspace.library.uu.nl-1874_294598	[]
419739807	['tumoren']	rug-oai-pure.rug.nl-publications_95a79c64-c3b6-46e3-b53a-25642d8a253f	[]
311469256	['elektronica']	tud-oai-tudelft.nl-uuid-fd6789f2-16b5-4dc9-8a12-536a0a04d3b2	[]
407634312	['hartfalen']	rug-oai-pure.rug.nl-publications_7f572a23-768d-4f20-8404-5a04543ba72b	[]
371202663	['tandheelkundige materialen']	rug-oai-pure.rug.nl-publications_2189b442-9653-4d60-b54d-7f3010ea746d	['biomaterialen', 'tandheelkunde']
39874467X	['organische chemie']	rug-oai-pure.rug.nl-publications_6b1752d4-c1c2-4ef8-bf55-132cdc7aa4ad	[]
248066668	['reukstoffen']	wur-oai-library.wur.nl-wurpubs_321065	['organische chemie']
